Nombre Completo,Institución de Adscripción,Área del Conocimiento
DRA. FLORES TREVIÑO SAMANTHA MARIBEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. ROBLEDO LEAL EFREN RICARDO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. SERRANO QUEZADA THELMA ELIZABETH,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. MAR AGUILAR FERMIN,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DRA. ELIZONDO ZERTUCHE MARIANA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. TREVIÑO RANGEL ROGELIO DE JESUS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DRA. MENDOZA OLAZARAN SORAYA SARAHI,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DRA. RODRIGUEZ LUIS OSVELIA ESMERALDA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. HERNANDEZ DELGADILLO RENE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. CHAN NAVARRO RODRIGO ALONSO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. AVALOS ALANIS FRANCISCO GUADALUPE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. SUAREZ VAZQUEZ SANTIAGO IVAN,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DRA. SAUCEDO YAÑEZ ALMA LETICIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. RUIZ AYMA GABRIEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DRA. TAVARES CARREON FAVIOLA ISABEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. CEYCA CONTRERAS JUAN PABLO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DRA. OLALLA KERSTUPP ALINA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. HERNANDEZ SALAZAR MARCELO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. CASILLAS VEGA NESTOR GUADALUPE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. ROSAS CASTOR JOSE MARTIN,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. SIMENTAL MENDIA MARIO ALBERTO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DRA. GOMEZ RUIZ EMMA PATRICIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DRA. BOCANEGRA IBARIAS PAOLA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DRA. GRANADOS GUZMAN GRACIELA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. MERINO MASCORRO JOSE ANGEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DRA. MONTOYA MENDOZA ALEXANDRA MARGARITA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. GUZMAN VELASCO ANTONIO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: BIOLOGÍA Y QUÍMICA
DR. ZAVALA GARCIA FRANCISCO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. ROCHA PEÑA MARIO ALBERTO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
M. EN C. WILLIAMS ALANIS HECTOR,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. RAMIREZ LOZANO ROQUE GONZALO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. FOROUGHBAKHCH POURNAVAB RAHIM,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. CRUZ SUAREZ LUCIA ELIZABETH,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. RAMIREZ ROMERO RAFAEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. KAWAS GARZA JORGE RAMSY,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. CANTU AYALA CESAR MARTIN,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. JIMENEZ PEREZ JAVIER,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. PEREYRA ALFEREZ BENITO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. ALVARADO GOMEZ OMAR GUADALUPE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. RODRIGUEZ FUENTES HUMBERTO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. PANDO MORENO MARISELA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. GUERRERO OLAZARAN MARTHA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. AGUIRRE CALDERON OSCAR ALBERTO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. GALAN WONG LUIS JESUS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. SANCHEZ DAVILA FERNANDO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. HERNANDEZ LUNA CARLOS EDUARDO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. LUNA OLVERA HUGO ALBERTO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. GARCIA ALVARADO JOSE SANTOS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. TAMEZ GUERRA REYES S.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. FLORES SUAREZ ADRIANA ELIZABETH,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. JURADO YBARRA ENRIQUE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. HEREDIA ROJAS NORMA LAURA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. TREVIÑO GARZA EDUARDO JAVIER,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. BERNAL BARRAGAN HUGO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. AREVALO NIÑO KATIUSHKA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. MENDOZA ALFARO ROBERTO EDUARDO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. GONZALEZ RODRIGUEZ HUMBERTO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. IRACHETA CARDENAS MARIA MAGDALENA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. CANTU SILVA ISRAEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. MORENO LIMON SERGIO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. AGUILERA GONZALEZ CARLOS JAVIER,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. BALDERAS RENTERIA ISAIAS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. RIVAS MORALES CATALINA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. ORANDAY CARDENAS MARIA AZUCENA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. CHAVEZ MONTES ABELARDO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. ALVARADO VAZQUEZ MARCO ANTONIO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. GUTIERREZ DIEZ ADRIANA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. RODRIGUEZ TOVAR LUIS EDGAR,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. AVALOS RAMIREZ RAMIRO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. PONCE GARCIA GUSTAVO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. QUINTERO ZAPATA ISELA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. ELIAS SANTOS MYRIAM,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. ARECHIGA CARVAJAL ELVA TERESA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. ALVAREZ ROMAN ROCIO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. GALINDO RODRIGUEZ SERGIO ARTURO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. MALDONADO BLANCO MA GUADALUPE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. GONZALEZ TAGLE MARCO AURELIO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. OJEDA ZACARIAS MA DEL CARMEN,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. VIDALES CONTRERAS JUAN ANTONIO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. LOPEZ CHUKEN ULRICO JAVIER,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. BAEZ GONZALEZ JUAN GABRIEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. MORALES RUBIO MARIA EUFEMIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. DE LA GARZA RAMOS MYRIAM ANGELICA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. CARRERA TREVIÑO ROGELIO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. ESCAMILLA GARCIA ERANDI,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. LUNA MALDONADO ALEJANDRO ISABEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. MORALES LOREDO ALBERTO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. SINAGAWA GARCIA SUGEY RAMONA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. GAMBOA DELGADO JULIAN,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. ORENCIO TREJO VIRGINIA MONTSERRAT,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. NIÑO MEDINA GUILLERMO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. ALCAZAR PIZAÑA ANDREA GUADALUPE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. GUTIERREZ SOTO JUANITA GUADALUPE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. SANCHEZ GARCIA EDUARDO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. LEOS RIVAS CATALINA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. VIVEROS VALDEZ JOSE EZEQUIEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. ALANIS RODRIGUEZ EDUARDO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. DAVILA AVIÑA JORGE ESTEBAN DE JESUS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. MARTINEZ AVILA GUILLERMO CRISTIAN GUADAL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. DE LA TORRE ZAVALA SUSANA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. MARROQUIN CARDONA ALICIA GUADALUPE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. VAZQUEZ ALVARADO RIGOBERTO EUSTACIO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. VALADEZ LIRA JOSE ALBERTO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. AVILES ARNAUT HAMLET,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. EK RAMOS MARIA JULISSA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. LOPEZ MONROY BEATRIZ,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. URIAS ORONA VANIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. CASTILLO VELAZQUEZ UZIEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. ROJAS MOLINA ROMEO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. HIMMELSBACH sin apellido Materno WIBKE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. YERENA YAMALLEL JOSE ISRAEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. VAZQUEZ RODRIGUEZ JESUS ALBERTO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. ESCAMILLA ALVARADO CARLOS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. PANIAGUA VEGA DAVID,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. MATA BALDERAS JOSE MANUEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. VILLARREAL GARCIA LAURA ELENA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. RODRIGUEZ RAMIREZ HEIDI GISELLE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. MENDEZ ZAMORA GERARDO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. VILLANUEVA SEGURA OLGA KARINA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. GARCIA GOMEZ CELESTINO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. FUENTES GARIBAY JOSE ANTONIO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. VAZQUEZ CISNEROS KARINA WENDOLINE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. FLORES MALDONADO JOSE JUAN,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. OÑATE GONZALEZ ERICK CRISTOBAL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. ARCE VAZQUEZ NESTOR,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. MARQUEZ REYES JULIA MARIANA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. GOMEZ LOREDO ALMA ELIZABETH,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. ORTIZ LECHUGA EUGENIA GUADALUPE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. LEDEZMA VILLANUEVA ALEJANDRO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. DEL ANGEL MOSQUEDA CASIANO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. RAMIREZ ESTRADA KARLA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. LOPEZ HERNANDEZ JUAN MANUEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. PEREZ GONZALEZ ORQUIDEA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. CUELLAR RODRIGUEZ LUIS GERARDO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. CANIZALES VELAZQUEZ PAMELA ANABEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. SANCHEZ CASTILLO LAURA ROSA MARGARITA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. TREVIÑO GARZA MAYRA ZULEMA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. GARCIA HERNANDEZ DAVID GILBERTO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. GANDARILLA PACHECO FATIMA LIZETH,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. NGANGYO HEYA MAGINOT,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. RODRIGUEZ DELGADO MELISSA MARLENE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR. APOLINAR HERNANDEZ MAX MIZRAIM,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. GALICIA JUAREZ MARISOL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA. GUTIERREZ GARZA ESTHELA MARIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DR. RIBEIRO FERREIRA MANUEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DRA. SIEGLIN sin apellido Materno VERONIKA BARBARA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DR. LOPEZ ESTRADA RAUL EDUARDO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DR. GOMEZ MEZA MARCO VINICIO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DRA. CAMPILLO TOLEDANO CLAUDIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DR. CISNEROS FARIAS GERMAN,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DR. CANTU MARTINEZ PEDRO CESAR,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DR. VALERO GIL JORGE NOEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DR. FLORES CURIEL DANIEL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DR. ARTEAGA GARCIA JULIO CESAR,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DR. INFANTE BONFIGLIO JOSE MARIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DRA. RAMOS TOVAR MARIA ELENA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DR. NOYOLA CARMONA ASCENCION JUAN,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DR. LANDERO HERNANDEZ RENE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DR. GORJON GOMEZ FRANCISCO JAVIER,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DRA. ORTEGA RUBI MARIA ESTELA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DR. PRADO MAILLARD JOSE LUIS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DRA. BLANCO JIMENEZ MONICA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
DR. GARCIA CADENA CIRILO HUMBERTO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: CIENCIAS SOCIALES
