title,authors,language_code,num_pages,category
Pearl S. Buck: A Cultural Biography,Peter Conn,eng,500,large
The Mother,Pearl S. Buck,eng,304,medium
Bright Lights  Big Ass,Jen Lancaster,eng,380,medium
Morrigan's Cross (Circle Trilogy  #1),Nora Roberts,eng,321,medium
Angels Fall,Nora Roberts,eng,391,medium
True Betrayals / Montana Sky / Sanctuary,Nora Roberts,eng,852,large
Public Secrets,Nora Roberts,eng,481,large
The MacGregors: Serena & Caine (The MacGregors  #1 -2),Nora Roberts,eng,441,large
The MacGregors: Alan & Grant (The MacGregors  #3-4),Nora Roberts,eng,458,large
A Random Walk Down Wall Street,Burton G. Malkiel/Christopher Flavin,eng,377,medium
Identity Crisis,Brad Meltzer/Rags Morales/Michael Bair/Joss Whedon,eng,288,medium
Superman: Secret Identity,Kurt Busiek/Stuart Immonen,eng,208,medium
The Dissociative Identity Disorder Sourcebook,Deborah Bray Haddock,eng,336,medium
Double Identity,Margaret Peterson Haddix,eng,224,medium
Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,eng,319,medium
The Coalwood Way: A Memoir  (Coalwood  #2),Homer Hickam,eng,400,medium
Man's Search for Meaning,Viktor E. Frankl/Ilse Lasch/Harold S. Kushner/William J. Winslade,eng,165,short
Man's Search for Meaning,Viktor E. Frankl/Ilse Lasch/Gordon W. Allport,eng,160,short
Peanuts: The Art of Charles M. Schulz,Chip Kidd/Jean Schulz/Charles M. Schulz/Geoff Spear,eng,368,medium
Autobiography of a Yogi,Paramahansa Yogananda,eng,516,large
To the Last Man: A Novel of the First World War,Jeff Shaara,eng,636,large
Letters of St. Augustine,Augustine of Hippo,eng,255,medium
Spells & Sleeping Bags (Magic in Manhattan  #3),Sarah Mlynowski,eng,324,medium
Revolutionary Girl Utena  Vol. 2: To Plant,Chiho Saito,eng,200,short
Revolutionary Girl Utena  Vol. 3: To Sprout,Chiho Saito/Be-Pas,eng,200,short
Revolutionary Girl Utena  Vol. 4: To Bud,Chiho Saito,eng,192,short
Revolutionary Girl Utena  Vol. 5: To Blossom,Chiho Saito/Lillian Olsen/Be-Papas,eng,168,short
The Enneads,Plotinus/Stephen MacKenna/John M. Dillon,eng,688,large
Ennead IV (Plotinus IV),Plotinus/A.H. Armstrong,eng,464,large
The Cultural Cold War: The CIA and the World of Arts and Letters,Frances Stonor Saunders,eng,509,large
The Elder Scrolls IV: Oblivion -- Revised & Expanded (Xbox360  PC) (Prima Official Game Guide),Peter Olafson,eng,432,large
Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,eng,384,medium
Healing Emotions: Conversations with the Dalai Lama on Mindfulness  Emotions  and Health,Daniel Goleman,eng,288,medium
Paris 1919: Six Months that Changed the World,Margaret MacMillan/Richard Holbrooke,eng,570,large
Fullmetal Alchemist  Vol. 14 (Fullmetal Alchemist  #14),Hiromu Arakawa/Akira Watanabe,eng,192,short
Fullmetal Alchemist: The Abducted Alchemist (Fullmetal Alchemist  #2),Makoto Inoue/Hiromu Arakawa/Alexander O. Smith/Rich Amtower,eng,240,medium
Fullmetal Alchemist  Vol. 12 (Fullmetal Alchemist  #12),Hiromu Arakawa/Akira Watanabe,eng,192,short
Bulfinch's Mythology,Thomas Bulfinch/Richard P. Martin,eng,768,large
Last Tales,Isak Dinesen/Karen Blixen,eng,352,medium
Out of Africa / Shadows on the Grass,Isak Dinesen/Karen Blixen,eng,462,large
Letters from Africa  1914-1931,Isak Dinesen/Karen Blixen/Frans Lasson/Anne   Born,eng,516,large
The Cats In Krasinski Square,Karen Hesse/Wendy Watson,eng,32,short
Leadership Challenge,James M. Kouzes,eng,50,short
Ancient Greece and the Olympics (Magic Tree House Research Guide  #10),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,eng,119,short
Ancient Rome and Pompeii (Magic Tree House Research Guide  #14),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,eng,128,short
Haunted Castle on Hallows Eve (Magic Tree House #30),Mary Pope Osborne/Salvatore Murdocca,eng,0,short
E.E. Cummings: Complete Poems 1904-1962 (Revised  Corrected  and Expanded Edition),E.E. Cummings/George J. Firmage,eng,1136,large
Selected Poems,E.E. Cummings/Richard S. Kennedy,eng,208,medium
Tulips & Chimneys,E.E. Cummings/Richard S. Kennedy,eng,208,medium
The Coal Tattoo,Silas House,eng,368,medium
The Punisher  Vol. 6: Confederacy of Dunces,Garth Ennis,eng,144,short
Coyote Dreams (Walker Papers  #3),C.E. Murphy,eng,408,large
The Philosophy of Antonio Negri  Volume One: Resistance in Practice,Timothy S. Murphy/Abdul-Karim Mustapha,eng,265,medium
Act of Treason (Mitch Rapp  #9),Vince Flynn,eng,467,large
Act of Treason (Mitch Rapp  #9),Vince Flynn,eng,462,large
Oswald Chambers  Abandoned to God: The Life Story of the Author of My Utmost for His Highest,David McCasland/Oswald Chambers,eng,352,medium
Park Profiles: Grand Canyon Country (Park Profiles),National Geographic Society,eng,200,short
The Fate of Reason: German Philosophy from Kant to Fichte,Frederick C. Beiser,eng,410,large
The Custom of the Country,Edith Wharton/Linda Wagner-Martin,eng,370,medium
Novels and Stories,Zora Neale Hurston/Cheryl A. Wall,eng,1054,large
Something Rotten (Thursday Next  #4),Jasper Fforde,eng,385,medium
Lost in a Good Book (Thursday Next  #2),Jasper Fforde,eng,399,medium
The Well of Lost Plots (Thursday Next #3),Jasper Fforde,eng,375,medium
First Among Sequels (Thursday Next  #5),Jasper Fforde,eng,363,medium
Chop Shop (Bug Man  #2),Tim Downs,eng,352,medium
Shoofly Pie (Bug Man  #1),Tim Downs,eng,371,medium
Her Smoke Rose Up Forever,James Tiptree Jr.,eng,508,large
Teaching to Transgress: Education as the Practice of Freedom,bell hooks,eng,216,medium
Development  Geography  and Economic Theory,Paul Krugman,eng,127,short
An Unquiet Grave (Louis Kincaid  #7),P.J. Parrish,eng,384,medium
Island Of Bones (Louis Kincaid  #5),P.J. Parrish,eng,384,medium
Thicker Than Water (Louis Kincaid  #4),P.J. Parrish,eng,380,medium
The Gospel According to Luke,Anonymous/Thomas Cahill,eng,81,short
The Third Policeman,Flann O'Brien/Denis Donoghue,eng,200,short
Dancing in the Flames: The Dark Goddess in the Transformation of Consciousness,Marion Woodman/Elinor Dickson,eng,256,medium
Pope Joan,Donna Woolfolk Cross,eng,422,large
The Glass House (Captain Lacey  #3),Ashley Gardner,eng,256,medium
Glass House,Philip Johnson/Toshio Nakamura,eng,256,medium
The Echo of Greece,Edith Hamilton,eng,224,medium
Islam: A Short History,Karen Armstrong,eng,230,medium
Muhammad: A Biography of the Prophet,Karen Armstrong,eng,304,medium
The Wall,John Hersey,eng,640,large
Under the Sea Wind (Nature Classic),Rachel Carson/Bob Hines,eng,320,medium
Theogonia  Opera et Dies  Scutum  Fragmenta Selecta (Classical Texts),Hesiod/Friedrich Solmsen/Reinholdo Merkelbach,eng,282,medium
The Death of Virgil,Hermann Broch/Jean Starr Untermeyer,eng,496,large
The Art of the Personal Essay: An Anthology from the Classical Era to the Present,Phillip Lopate,eng,777,large
The Art of the Personal Essay: An Anthology from the Classical Era to the Present,Phillip Lopate,eng,777,large
The DC Comics Encyclopedia,Scott Beatty/Robert Greenberger/Phil Jimenez/Daniel  Wallace,eng,352,medium
The Marvel Encyclopedia,Tom DeFalco/Peter Sanderson/Michael Teitelbaum/Daniel  Wallace/Tom Brevoort/Andrew Darling,eng,352,medium
King Leopold's Ghost,Adam Hochschild,eng,384,medium
The End of Days (The Earth Chronicles  #7),Zecharia Sitchin,eng,336,medium
Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,eng,272,medium
The Mating Mind: How Sexual Choice Shaped the Evolution of Human Nature,Geoffrey Miller,eng,528,large
Middlesex,Jeffrey Eugenides,eng,529,large
The Brethren: Inside the Supreme Court,Bob Woodward/Scott Armstrong,eng,592,large
Katy and the Big Snow (Book & Cassette),Virginia Lee Burton,eng,40,short
Armageddon: The Cosmic Battle of the Ages (Left Behind  #11),Tim LaHaye/Jerry B. Jenkins,eng,395,medium
Desecration (Left Behind  #9),Tim LaHaye/Jerry B. Jenkins,eng,432,large
Banker to the Poor: Micro-Lending and the Battle Against World Poverty,Muhammad Yunus/Alan Jolis,eng,289,medium
On Intelligence,Jeff Hawkins/Sandra Blakeslee,eng,261,medium
Financial Intelligence: A Manager's Guide to Knowing What the Numbers Really Mean,Karen Berman/Joe Knight/John  Case,eng,272,medium
Artificial Intelligence: A Modern Approach,Stuart Russell/Peter Norvig,eng,1132,large
To Battle the Gods (Jalav  Amazon Warrior  #5),Sharon Green,eng,446,large
A Tale of Love and Darkness,Amos Oz/Nicholas de Lange,eng,560,large
There Is Nothing Wrong with You: Going Beyond Self-Hate,Cheri Huber/June Shiver,eng,239,medium
Dead Wrong (Joanna Brady  #12),J.A. Jance,eng,368,medium
The Perfect Wrong Note: Learning to Trust Your Musical Self,William Westney,eng,239,medium
Women  Cats: The History of a Love Affair,Michelle Lovric/Lisa Pentreath,eng,66,short
Accidental Empires,Robert X. Cringely,eng,384,medium
Bury the Chains,Adam Hochschild,eng,496,large
Bury the Chains,Adam Hochschild,eng,467,large
On Christian Belief (Works of Saint Augustine),Augustine of Hippo/Boniface Ramsey/Michael Fiedrowicz,eng,372,medium
Mary Stewart's Merlin Trilogy (Arthurian Saga  #1-3),Mary  Stewart,eng,928,large
The Wicked Day (Arthurian Saga  #4),Mary  Stewart,eng,417,large
The Moonspinners,Mary  Stewart,eng,400,medium
This Rough Magic,Mary  Stewart,eng,373,medium
Nine Coaches Waiting,Mary  Stewart/Sandra Brown,eng,342,medium
Airs Above the Ground,Mary  Stewart,eng,384,medium
Madam  Will You Talk?,Mary  Stewart,eng,360,medium
The Night of Wishes,Michael Ende/Heike Schwarzbauer/Rick Takvorian/Regina Kehn/Regina Jehn,eng,216,medium
Mirror in the Mirror,Michael Ende/J. Maxwell Brownjohn,eng,224,medium
Henri Rousseau: Jungles in Paris,Christopher   Green/Frances Morris/Nancy Ireson/Claire Freches-Thory,eng,230,medium
Numerical Recipes in C: The Art of Scientific Computing,William H. Press/Saul A. Teukolsky/William T. Vetterling/Brian P. Flannery,eng,1020,large
Eugene Onegin,Alexander Pushkin/James E. Falen,eng,240,medium
Eugene Onegin: A Novel in Verse (Vol. 1),Alexander Pushkin/Vladimir Nabokov,eng,309,medium
Eugene Onegin  Vol. II (Commentary),Alexander Pushkin/Vladimir Nabokov,eng,1056,large
Eugene Onegin: A Novel in Verse,Alexander Pushkin/Douglas R. Hofstadter,eng,224,medium
Eugene Onegin,Alexander Pushkin/Tom Beck,eng,262,medium
Savage Stone Age Sticker Book (Horrible Histories),Terry Deary,eng,20,short
Selected Writings,Augustine of Hippo/Emilie Griffin/Mary T. Clark/Francine du Plessix Gray,eng,160,short
Crimes Against Nature: How George W. Bush and His Corporate Pals Are Plundering the Country and Hijacking Our Democracy,Robert F. Kennedy Jr.,eng,256,medium
Citizen X: Killer Department,Robert Cullen,eng,258,medium
Shamanism: Archaic Techniques of Ecstasy,Mircea Eliade/Wendy Doniger/Willard R. Trask,eng,610,large
Images and Symbols: Studies in Religious Symbolism,Mircea Eliade/Philip Mairet,eng,192,short
The Myth of the Eternal Return or  Cosmos and History,Mircea Eliade/Willard R. Trask,eng,195,short
Dark Intimacy: Hope for Those in Difficult Prayer-Experiences,David J. Hassel,eng,172,short
As Eve Said to the Serpent: On Landscape  Gender  and Art,Rebecca Solnit,eng,240,medium
River of Shadows: Eadweard Muybridge and the Technological Wild West,Rebecca Solnit,eng,320,medium
Situationist International Anthology: Revised and Expanded Edition,Ken Knabb,eng,532,large
Leaving the 20th Century: The Incomplete Work of the Situationist International,Chris Gray/Larry  Law,eng,136,short
One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,eng,422,large
Gabriel García Márquez: One Hundred Years of Solitude,Michael  Wood,eng,132,short
On Vital Reserves,William  James/Stephen Vicchio,eng,58,short
Blue Shoes and Happiness (No. 1 Ladies' Detective Agency #7),Alexander McCall Smith,eng,256,medium
The Titan's Curse (Percy Jackson and the Olympians  #3),Rick Riordan,eng,312,medium
The Sea of Monsters (Percy Jackson and the Olympians  #2),Rick Riordan,eng,279,medium
The Lightning Thief (Percy Jackson and the Olympians  #1),Rick Riordan,eng,375,medium
The Metaphysical Club,Louis Menand,eng,560,large
Pandora's Curse (Philip Mercer #4),Jack Du Brul,eng,472,large
The Medusa Stone (Philip Mercer  #3),Jack Du Brul,eng,464,large
Deep Fire Rising (Philip Mercer  #6),Jack Du Brul,eng,483,large
And the Band Played On: Politics  People  and the AIDS Epidemic,Randy Shilts/William Greider,eng,656,large
The Novice (Black Magician Trilogy  #2),Trudi Canavan,eng,577,large
The High Lord (Black Magician Trilogy  #3),Trudi Canavan,eng,644,large
Species of Spaces and Other Pieces,Georges Perec/John Sturrock,eng,292,medium
The Daring Young Man on the Flying Trapeze and Other Stories,William Saroyan,eng,272,medium
I Wish That I Had Duck Feet,Theo LeSieg/Dr. Seuss/Barney Tobey,eng,64,short
And to Think That I Saw It on Mulberry Street,Dr. Seuss,eng,64,short
The Blue Flowers,Raymond Queneau,eng,232,medium
Diary of a Madman and Other Stories,Nikolai Gogol,eng,84,short
In the Shadow of Young Girls in Flower (In Search of Lost Time  #2),Marcel Proust/James Grieve/Christopher Prendergast,eng,576,large
Marcel Proust: A Life,William C. Carter,eng,992,large
Within a Budding Grove  Volume 2 (Remembrance of Things Past  #3),Stéphane Heuet/Stanislas Brézet/Marcel Proust,eng,48,short
The Illustrated Man,Ray Bradbury,eng,192,short
Proust And Signs: The Complete Text,Gilles Deleuze/Richard Howard,eng,208,medium
Germinal,Émile Zola/Roger Pearson,eng,592,large
Taxi Driver,Paul Schrader,eng,116,short
La Débâcle,Émile Zola/Robert Lethbridge/Elinor Dorday,eng,592,large
The Earth,Émile Zola/Douglas Parmée,eng,506,large
First Love and Other Stories,Ivan Turgenev/Richard Freeborn,eng,304,medium
Dragons of the Highlord Skies (Dragonlance: The Lost Chronicles  #2),Margaret Weis/Tracy Hickman,eng,456,large
The Hand of Chaos (The Death Gate Cycle  #5),Margaret Weis/Tracy Hickman,eng,446,large
The Seventh Gate (The Death Gate Cycle  #7),Margaret Weis/Tracy Hickman,eng,317,medium
Into the Labyrinth (The Death Gate Cycle  #6),Margaret Weis/Tracy Hickman,eng,441,large
Beyond Death: The Gates of Consciousness,Stanislav Grof/Christina Grof,eng,96,short
The Soulforge (Dragonlance: Raistlin Chronicles  #1),Margaret Weis,eng,408,large
Dragonsong (Harper Hall  #1),Anne McCaffrey,eng,192,short
Dragonsong (Pern: Harper Hall  #1),Anne McCaffrey,eng,176,short
Dragonsinger (Harper Hall  #2),Anne McCaffrey,eng,288,medium
Dragondrums (Harper Hall  #3),Anne McCaffrey,eng,243,medium
The Coffin Dancer (Lincoln Rhyme  #2),Jeffery Deaver,eng,358,medium
Prometheus Rising,Robert Anton Wilson/Israel Regardie,eng,284,medium
The Munsters: A Trip Down Mockingbird Lane,Stephen Cox/Butch Patrick/Yvonne DeCarlo,eng,208,medium
Immortality,Milan Kundera/Peter Kussi,eng,400,medium
Traitor's Knot (Wars of Light and Shadow  #7),Janny Wurts,eng,574,large
Warhost of Vastmark (Wars of Light & Shadow  #3; Arc 2 - The Ships of Merior  #2),Janny Wurts,eng,522,large
Grand Conspiracy (Wars of Light & Shadow #5; Arc 3 - Alliance of Light  #2),Janny Wurts,eng,614,large
Stone of Farewell (Memory  Sorrow  and Thorn  #2),Tad Williams,eng,608,large
To Green Angel Tower (Memory  Sorrow  and Thorn  #3),Tad Williams,eng,1083,large
To Green Angel Tower  Part 2 (Memory  Sorrow  and Thorn  #3; Part 2),Tad Williams,eng,815,large
Blood Meridian,Cormac McCarthy,eng,335,medium
Cormac McCarthy's All the Pretty Horses,Harold Bloom/Amy Sickels,eng,126,short
Take a Thief (Valdemar #25),Mercedes Lackey,eng,435,large
Magic's Price (Valdemar: Last Herald-Mage #3),Mercedes Lackey,eng,351,medium
By the Sword (Valdemar),Mercedes Lackey,eng,492,large
CivilWarLand in Bad Decline,George Saunders,eng,179,short
The Very Persistent Gappers of Frip,George Saunders/Lane Smith,eng,84,short
Magic's Pawn (Valdemar: Last Herald-Mage #1),Mercedes Lackey,eng,349,medium
Magic's Promise (Valdemar: Last Herald-Mage #2),Mercedes Lackey,eng,320,medium
His Master's Voice,Stanisław Lem/Michael Kandel,eng,199,short
Fiasco,Stanisław Lem/Michael Kandel,eng,322,medium
Tales of Pirx the Pilot,Stanisław Lem/Louis Iribarne,eng,216,medium
The Song of Rhiannon,Evangeline Walton,eng,208,medium
Ballad of the Whiskey Robber: A True Story of Bank Heists  Ice Hockey  Transylvanian Pelt Smuggling  Moonlighting Detectives  and Broken Hearts,Julian Rubinstein,eng,352,medium
Social Psychology,Elliot Aronson/Robin M. Akert/Timothy D. Wilson,eng,633,large
Influence: The Psychology of Persuasion,Robert B. Cialdini,eng,320,medium
Writings 1902-1910: The Varieties of Religious Experience / Pragmatism / A Pluralistic Universe / The Meaning of Truth / Some Problems of Philosophy / Essays,William  James/Bruce Kuklick,eng,1379,large
Writings 1878–1899: Psychology: Briefer Course / The Will to Believe / Talks to Teachers and to Students / Essays,William  James/Gerald Eugene Myers,eng,1212,large
The Will to Believe  Human Immortality and Other Essays in Popular Philosophy,William  James,eng,448,large
The Principles of Psychology: Vols 1-2 (Works of William James),William  James/Frederick Burkhardt/Rand B. Evans/Gerald Eugene Myers,eng,1376,large
The Story of Philosophy,Will Durant/Grover Gardner,eng,1162,large
The Return of the King (The Lord of the Rings  #3),J.R.R. Tolkien/Rob Inglis,eng,16,short
The Gospel According to Jesus Christ,José Saramago/Giovanni Pontiero,eng,341,medium
Dark Prince (Dark  #1),Christine Feehan,eng,447,large
A Practical Guide to Dragons,Lisa Trumbauer/Emily Fiegenshuh,eng,80,short
Dragonology (Ologies  #1),Dugald A. Steer/Ernest Drake/Wayne Anderson/Helen Ward/Douglas Carrel,eng,32,short
His Majesty's Dragon (Temeraire  #1),Naomi Novik,eng,356,medium
Red Dragon (Hannibal Lecter  #1),Thomas  Harris,eng,348,medium
Lamb: The Gospel According to Biff  Christ's Childhood Pal,Christopher Moore,eng,444,large
The Lost Tomb,Kent R. Weeks,eng,384,medium
Heat and Mass Transfer,Yunus A. Cengel,eng,901,large
Journal of a Novel: The East of Eden Letters,John Steinbeck,eng,182,short
Never Go Home Again,Shannon Holmes,eng,336,medium
Gimpel the Fool and Other Stories,Isaac Bashevis Singer/Saul Bellow/Allegra Goodman,eng,224,medium
Suffer Little Children (Sister Fidelma  #3),Peter Tremayne,eng,320,medium
The Twelve Terrors of Christmas,John Updike/Edward Gorey,eng,32,short
The Twelve Caesars,Suetonius/Michael Grant/Robert Graves,eng,363,medium
The Secret History,Donna Tartt,eng,559,large
Marijuana Horticulture: The Indoor/Outdoor Medical Grower's Bible,Jorge Cervantes,eng,512,large
Snow,Roy McKie/P.D. Eastman,eng,72,short
Sam And The Firefly (Beginner Books),P.D. Eastman,eng,64,short
The Last Unicorn,Peter S. Beagle,eng,224,medium
The Last Unicorn,Peter S. Beagle,eng,248,medium
Yakitate!! Japan  Volume 6,Takashi Hashiguchi,eng,185,short
Brothers in Arms (Dragonlance: Raistlin Chronicles  #2),Margaret Weis/Don Perrin,eng,476,large
The Dragons at War (Dragonlance Dragons  #2),Margaret Weis/Tracy Hickman/Adam Lesh,eng,339,medium
Time of the Twins (Dragonlance: Legends  #1),Margaret Weis/Tracy Hickman,eng,389,medium
